node,tp
482,2
491,2
518,2
534,2
543,2
570,2
579,2
587,2
596,2
604,2
3,0
1711,1
1713,1
1716,1
1718,1
1723,1
1712,3
1714,3
1717,3
1719,3
1724,3
1715,4
1720,4
1721,4
1722,4
1725,4
1726,3
