0 0
0.028571 0.443600
0.057143 0.887201
0.085714 0.914926
0.114286 0.942651
0.142857 0.970376
0.171429 0.984238
0.200000 0.998101
0.228571 0.998389
0.257143 0.998678
0.285714 0.998967
0.314286 0.999256
0.342857 0.999545
0.371429 0.999833
0.400000 0.999882
0.428571 0.999930
0.457143 0.999957
0.485714 0.999984
0.514286 0.999988
0.542857 0.999993
0.571429 0.999996
0.600000 0.999997
0.628571 0.999999
0.657143 0.999999
0.685714 0.999999
0.714286 1.000000
0.742857 1.000000
0.771429 1.000000
0.800000 1.000000
0.828571 1.000000
0.857143 1.000000
0.885714 1.000000
0.914286 1.000000
0.942857 1.000000
0.971429 1.000000
1.000000 1.000000
