0 0
0.010638 0.012797
0.021277 0.025595
0.031915 0.038392
0.042553 0.051190
0.053191 0.063987
0.063830 0.076785
0.074468 0.089582
0.085106 0.102380
0.095745 0.115177
0.106383 0.127974
0.117021 0.140772
0.127660 0.153569
0.138298 0.166367
0.148936 0.179164
0.159574 0.191962
0.170213 0.204759
0.180851 0.217556
0.191489 0.230354
0.202128 0.243151
0.212766 0.255949
0.223404 0.268746
0.234043 0.281544
0.244681 0.294341
0.255319 0.307139
0.265957 0.319936
0.276596 0.332733
0.287234 0.345531
0.297872 0.358328
0.308511 0.371126
0.319149 0.383923
0.329787 0.396721
0.340426 0.409518
0.351064 0.422316
0.361702 0.435113
0.372340 0.447910
0.382979 0.460708
0.393617 0.473505
0.404255 0.486303
0.414894 0.499100
0.425532 0.511898
0.436170 0.524695
0.446809 0.537493
0.457447 0.550290
0.468085 0.563087
0.478723 0.575885
0.489362 0.588682
0.500000 0.601480
0.510638 0.614277
0.521277 0.627075
0.531915 0.639872
0.542553 0.652669
0.553191 0.665467
0.563830 0.678264
0.574468 0.691062
0.585106 0.703859
0.595745 0.716657
0.606383 0.729454
0.617021 0.742252
0.627660 0.755049
0.638298 0.767846
0.648936 0.780644
0.659574 0.793441
0.670213 0.806239
0.680851 0.819036
0.691489 0.831834
0.702128 0.844631
0.712766 0.857429
0.723404 0.870226
0.734043 0.883023
0.744681 0.895821
0.755319 0.908618
0.765957 0.915017
0.776596 0.921416
0.787234 0.927814
0.797872 0.934213
0.808511 0.940612
0.819149 0.947011
0.829787 0.953409
0.840426 0.959808
0.851064 0.966207
0.861702 0.972605
0.872340 0.979004
0.882979 0.985403
0.893617 0.991802
0.904255 0.998200
0.914894 0.998400
0.925532 0.998600
0.936170 0.998800
0.946809 0.999000
0.957447 0.999200
0.968085 0.999400
0.978723 0.999600
0.989362 0.999800
1.000000 1.000000
