link,ctx,src,tp,count,dst[0],out[0],dst[1],out[1],dst[2],out[2],dst[3],out[3],dst[4],out[4]
/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/link_0_88/link_0_88_src,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/pcu_1,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/pcu_1,2,100000,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/pcu_0,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/link_0_88/link_0_88_dst0,,,,,,,,
/TopQuery/TopDB/sortA_sort/mergeSort/data1_32/data1_32_src,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl1,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl1,2,100000,/TopQuery/TopDB/sortA_sort/mergeSort/mergeTree/pcu_1,/TopQuery/TopDB/sortA_sort/mergeSort/data1_32/data1_32_dst0,,,,,,,,
/TopQuery/TopDB/sortGroupBy_sort/mergeSort/data0_83/data0_83_src,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/loadCtrl0,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/loadCtrl0,2,100000,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/pcu_1,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/data0_83/data0_83_dst0,,,,,,,,
/TopQuery/TopDB/sortGroupBy_sort/enableDone_70/enableDone_70_src,/TopQuery/TopDB/sortGroupBy_sort/blockSort/storeCtrl,/TopQuery/TopDB/sortGroupBy_sort/blockSort/storeCtrl,1,10,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/loadCtrl0,/TopQuery/TopDB/sortGroupBy_sort/enableDone_70/enableDone_70_dst0,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/loadCtrl1,/TopQuery/TopDB/sortGroupBy_sort/enableDone_70/enableDone_70_dst1,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/loadCtrl2,/TopQuery/TopDB/sortGroupBy_sort/enableDone_70/enableDone_70_dst2,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/loadCtrl3,/TopQuery/TopDB/sortGroupBy_sort/enableDone_70/enableDone_70_dst3,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/storeCtrl,/TopQuery/TopDB/sortGroupBy_sort/enableDone_70/enableDone_70_dst4
/TopQuery/TopDB/storeB_done_16/storeB_done_16_src,/TopQuery/TopDB/storeB_store,/TopQuery/TopDB/storeB_store,1,10,/TopQuery/TopDB/sortB_sort/blockSort/loadCtrl,/TopQuery/TopDB/storeB_done_16/storeB_done_16_dst0,/TopQuery/TopDB/sortB_sort/blockSort/storeCtrl,/TopQuery/TopDB/storeB_done_16/storeB_done_16_dst1,,,,,,
/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/link_1_89/link_1_89_src,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/pcu_2,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/pcu_2,2,100000,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/pcu_0,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/link_1_89/link_1_89_dst0,,,,,,,,
/TopQuery/TopDB/sortA_sort/mergeSort/data0_31/data0_31_src,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl0,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl0,2,100000,/TopQuery/TopDB/sortA_sort/mergeSort/mergeTree/pcu_1,/TopQuery/TopDB/sortA_sort/mergeSort/data0_31/data0_31_dst0,,,,,,,,
/TopQuery/TopDB/sortB_sort/blockSort/pmu0Out0_45/pmu0Out0_45_src,/TopQuery/TopDB/sortB_sort/blockSort/pmu0,/TopQuery/TopDB/sortB_sort/blockSort/pmu0,2,100000,/TopQuery/TopDB/sortB_sort/blockSort/pcu0,/TopQuery/TopDB/sortB_sort/blockSort/pmu0Out0_45/pmu0Out0_45_dst0,,,,,,,,
/TopQuery/TopDB/sortGroupBy_sort/mergeSort/data3_86/data3_86_src,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/loadCtrl3,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/loadCtrl3,2,100000,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/pcu_2,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/data3_86/data3_86_dst0,,,,,,,,
/TopQuery/TopDB/sortA_sort/mergeSort/data3_34/data3_34_src,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl3,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl3,2,100000,/TopQuery/TopDB/sortA_sort/mergeSort/mergeTree/pcu_2,/TopQuery/TopDB/sortA_sort/mergeSort/data3_34/data3_34_dst0,,,,,,,,
/TopQuery/TopDB/loadB_out_5/loadB_out_5_src,/TopQuery/TopDB/loadB_tableLoad/muxTree/mux_head,/TopQuery/TopDB/loadB_tableLoad/muxTree/mux_head,2,100000,/TopQuery/TopDB/storeB_store,/TopQuery/TopDB/loadB_out_5/loadB_out_5_dst0,,,,,,,,
/TopQuery/TopDB/loadMatJoin_out_65/loadMatJoin_out_65_src,/TopQuery/TopDB/loadMatJoin_load,/TopQuery/TopDB/loadMatJoin_load,2,100000,/TopQuery/TopDB/mux_mux,/TopQuery/TopDB/loadMatJoin_out_65/loadMatJoin_out_65_dst0,,,,,,,,
/TopQuery/TopDB/loadB_tableLoad/link0_6/link0_6_src,/TopQuery/TopDB/loadB_tableLoad/load0,/TopQuery/TopDB/loadB_tableLoad/load0,2,100000,/TopQuery/TopDB/loadB_tableLoad/muxTree/mux0,/TopQuery/TopDB/loadB_tableLoad/link0_6/link0_6_dst0,,,,,,,,
/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu2Out1_80/pmu2Out1_80_src,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu2,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu2,2,100000,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu3,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu2Out1_80/pmu2Out1_80_dst0,,,,,,,,
/TopQuery/TopDB/sortA_sort/blockSort/pmu0Out0_24/pmu0Out0_24_src,/TopQuery/TopDB/sortA_sort/blockSort/pmu0,/TopQuery/TopDB/sortA_sort/blockSort/pmu0,2,100000,/TopQuery/TopDB/sortA_sort/blockSort/pcu0,/TopQuery/TopDB/sortA_sort/blockSort/pmu0Out0_24/pmu0Out0_24_dst0,,,,,,,,
/TopQuery/TopDB/sortB_sort/mergeSort/mergeTree/link_1_58/link_1_58_src,/TopQuery/TopDB/sortB_sort/mergeSort/mergeTree/pcu_2,/TopQuery/TopDB/sortB_sort/mergeSort/mergeTree/pcu_2,2,100000,/TopQuery/TopDB/sortB_sort/mergeSort/mergeTree/pcu_0,/TopQuery/TopDB/sortB_sort/mergeSort/mergeTree/link_1_58/link_1_58_dst0,,,,,,,,
/TopQuery/TopDB/sortB_sort/blockSort/pcu1Out_44/pcu1Out_44_src,/TopQuery/TopDB/sortB_sort/blockSort/pcu1,/TopQuery/TopDB/sortB_sort/blockSort/pcu1,2,100000,/TopQuery/TopDB/sortB_sort/blockSort/pmu0,/TopQuery/TopDB/sortB_sort/blockSort/pcu1Out_44/pcu1Out_44_dst0,,,,,,,,
/TopQuery/TopDB/sortGroupBy_sort/blockSort/data_71/data_71_src,/TopQuery/TopDB/sortGroupBy_sort/blockSort/loadCtrl,/TopQuery/TopDB/sortGroupBy_sort/blockSort/loadCtrl,2,100000,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu0,/TopQuery/TopDB/sortGroupBy_sort/blockSort/data_71/data_71_dst0,,,,,,,,
/TopQuery/TopDB/sortA_sort/blockSort/pmu2Out0_27/pmu2Out0_27_src,/TopQuery/TopDB/sortA_sort/blockSort/pmu2,/TopQuery/TopDB/sortA_sort/blockSort/pmu2,2,100000,/TopQuery/TopDB/sortA_sort/blockSort/pcu1,/TopQuery/TopDB/sortA_sort/blockSort/pmu2Out0_27/pmu2Out0_27_dst0,,,,,,,,
/TopQuery/TopDB/loadB_tableLoad/link2_8/link2_8_src,/TopQuery/TopDB/loadB_tableLoad/load2,/TopQuery/TopDB/loadB_tableLoad/load2,2,100000,/TopQuery/TopDB/loadB_tableLoad/muxTree/mux0,/TopQuery/TopDB/loadB_tableLoad/link2_8/link2_8_dst0,,,,,,,,
/TopQuery/TopDB/sortGroupBy_sort/mergeSort/data1_84/data1_84_src,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/loadCtrl1,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/loadCtrl1,2,100000,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/pcu_1,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/data1_84/data1_84_dst0,,,,,,,,
/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu0Out1_77/pmu0Out1_77_src,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu0,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu0,2,100000,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu1,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu0Out1_77/pmu0Out1_77_dst0,,,,,,,,
/TopQuery/TopDB/storeJoin_done_64/storeJoin_done_64_src,/TopQuery/TopDB/storeJoin_store,/TopQuery/TopDB/storeJoin_store,1,10,/TopQuery/TopDB/loadMatJoin_load,/TopQuery/TopDB/storeJoin_done_64/storeJoin_done_64_dst0,/TopQuery/TopDB/storeMux_store,/TopQuery/TopDB/storeJoin_done_64/storeJoin_done_64_dst1,,,,,,
/TopQuery/TopDB/sortA_sort/mergeSort/storeData_35/storeData_35_src,/TopQuery/TopDB/sortA_sort/mergeSort/mergeTree/pcu_0,/TopQuery/TopDB/sortA_sort/mergeSort/mergeTree/pcu_0,2,100000,/TopQuery/TopDB/sortA_sort/mergeSort/storeCtrl,/TopQuery/TopDB/sortA_sort/mergeSort/storeData_35/storeData_35_dst0,,,,,,,,
/TopQuery/TopDB/sortB_sort/blockSort/pmu1Out0_47/pmu1Out0_47_src,/TopQuery/TopDB/sortB_sort/blockSort/pmu1,/TopQuery/TopDB/sortB_sort/blockSort/pmu1,2,100000,/TopQuery/TopDB/sortB_sort/blockSort/pcu0,/TopQuery/TopDB/sortB_sort/blockSort/pmu1Out0_47/pmu1Out0_47_dst0,,,,,,,,
/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu3Out0_81/pmu3Out0_81_src,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu3,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu3,2,100000,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pcu1,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu3Out0_81/pmu3Out0_81_dst0,,,,,,,,
/TopQuery/TopDB/sortB_sort/mergeSort/data1_53/data1_53_src,/TopQuery/TopDB/sortB_sort/mergeSort/loadCtrl1,/TopQuery/TopDB/sortB_sort/mergeSort/loadCtrl1,2,100000,/TopQuery/TopDB/sortB_sort/mergeSort/mergeTree/pcu_1,/TopQuery/TopDB/sortB_sort/mergeSort/data1_53/data1_53_dst0,,,,,,,,
/TopQuery/TopDB/sortA_sort/blockSort/pmu0Out1_25/pmu0Out1_25_src,/TopQuery/TopDB/sortA_sort/blockSort/pmu0,/TopQuery/TopDB/sortA_sort/blockSort/pmu0,2,100000,/TopQuery/TopDB/sortA_sort/blockSort/pmu1,/TopQuery/TopDB/sortA_sort/blockSort/pmu0Out1_25/pmu0Out1_25_dst0,,,,,,,,
/TopQuery/TopDB/sortA_sort/blockSort/pcu0Out_22/pcu0Out_22_src,/TopQuery/TopDB/sortA_sort/blockSort/pcu0,/TopQuery/TopDB/sortA_sort/blockSort/pcu0,2,100000,/TopQuery/TopDB/sortA_sort/blockSort/pmu2,/TopQuery/TopDB/sortA_sort/blockSort/pcu0Out_22/pcu0Out_22_dst0,,,,,,,,
/TopQuery/TopDB/mux_out_67/mux_out_67_src,/TopQuery/TopDB/mux_mux,/TopQuery/TopDB/mux_mux,2,100000,/TopQuery/TopDB/storeMux_store,/TopQuery/TopDB/mux_out_67/mux_out_67_dst0,,,,,,,,
/TopQuery/TopDB/loadB_tableLoad/link6_12/link6_12_src,/TopQuery/TopDB/loadB_tableLoad/load6,/TopQuery/TopDB/loadB_tableLoad/load6,2,100000,/TopQuery/TopDB/loadB_tableLoad/muxTree/mux1,/TopQuery/TopDB/loadB_tableLoad/link6_12/link6_12_dst0,,,,,,,,
/TopQuery/TopDB/sortB_sort/blockSort/storeData_41/storeData_41_src,/TopQuery/TopDB/sortB_sort/blockSort/pmu3,/TopQuery/TopDB/sortB_sort/blockSort/pmu3,2,100000,/TopQuery/TopDB/sortB_sort/blockSort/storeCtrl,/TopQuery/TopDB/sortB_sort/blockSort/storeData_41/storeData_41_dst0,,,,,,,,
/TopQuery/TopDB/sortGroupBy_sort/blockSort/nextIter_73/nextIter_73_src,/TopQuery/TopDB/sortGroupBy_sort/blockSort/storeCtrl,/TopQuery/TopDB/sortGroupBy_sort/blockSort/storeCtrl,1,10,/TopQuery/TopDB/sortGroupBy_sort/blockSort/loadCtrl,/TopQuery/TopDB/sortGroupBy_sort/blockSort/nextIter_73/nextIter_73_dst0,,,,,,,,
/TopQuery/TopDB/storeMux_done_68/storeMux_done_68_src,/TopQuery/TopDB/storeMux_store,/TopQuery/TopDB/storeMux_store,1,10,/TopQuery/TopDB/sortGroupBy_sort/blockSort/loadCtrl,/TopQuery/TopDB/storeMux_done_68/storeMux_done_68_dst0,/TopQuery/TopDB/sortGroupBy_sort/blockSort/storeCtrl,/TopQuery/TopDB/storeMux_done_68/storeMux_done_68_dst1,,,,,,
/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu0Out0_76/pmu0Out0_76_src,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu0,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu0,2,100000,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pcu0,/TopQuery/TopDB/sortGroupBy_sort/blockSort/pmu0Out0_76/pmu0Out0_76_dst0,,,,,,,,
/TopQuery/TopDB/sortGroupBy_sort/mergeSort/data2_85/data2_85_src,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/loadCtrl2,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/loadCtrl2,2,100000,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/mergeTree/pcu_2,/TopQuery/TopDB/sortGroupBy_sort/mergeSort/data2_85/data2_85_dst0,,,,,,,,
/TopQuery/TopDB/sortA_sort/blockSort/nextIter_21/nextIter_21_src,/TopQuery/TopDB/sortA_sort/blockSort/storeCtrl,/TopQuery/TopDB/sortA_sort/blockSort/storeCtrl,1,10,/TopQuery/TopDB/sortA_sort/blockSort/loadCtrl,/TopQuery/TopDB/sortA_sort/blockSort/nextIter_21/nextIter_21_dst0,,,,,,,,
/TopQuery/TopDB/loadB_tableLoad/link1_7/link1_7_src,/TopQuery/TopDB/loadB_tableLoad/load1,/TopQuery/TopDB/loadB_tableLoad/load1,2,100000,/TopQuery/TopDB/loadB_tableLoad/muxTree/mux0,/TopQuery/TopDB/loadB_tableLoad/link1_7/link1_7_dst0,,,,,,,,
/TopQuery/TopDB/sortA_sort/enableDone_18/enableDone_18_src,/TopQuery/TopDB/sortA_sort/blockSort/storeCtrl,/TopQuery/TopDB/sortA_sort/blockSort/storeCtrl,1,10,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl0,/TopQuery/TopDB/sortA_sort/enableDone_18/enableDone_18_dst0,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl1,/TopQuery/TopDB/sortA_sort/enableDone_18/enableDone_18_dst1,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl2,/TopQuery/TopDB/sortA_sort/enableDone_18/enableDone_18_dst2,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl3,/TopQuery/TopDB/sortA_sort/enableDone_18/enableDone_18_dst3,/TopQuery/TopDB/sortA_sort/mergeSort/storeCtrl,/TopQuery/TopDB/sortA_sort/enableDone_18/enableDone_18_dst4
/TopQuery/TopDB/sortA_sort/blockSort/pmu2Out1_28/pmu2Out1_28_src,/TopQuery/TopDB/sortA_sort/blockSort/pmu2,/TopQuery/TopDB/sortA_sort/blockSort/pmu2,2,100000,/TopQuery/TopDB/sortA_sort/blockSort/pmu3,/TopQuery/TopDB/sortA_sort/blockSort/pmu2Out1_28/pmu2Out1_28_dst0,,,,,,,,
/TopQuery/TopDB/joinDemux_out1_63/joinDemux_out1_63_src,/TopQuery/TopDB/joinDemux_demux,/TopQuery/TopDB/joinDemux_demux,2,100000,/TopQuery/TopDB/storeJoin_store,/TopQuery/TopDB/joinDemux_out1_63/joinDemux_out1_63_dst0,,,,,,,,
/TopQuery/TopDB/sortA_sort/blockSort/storeData_20/storeData_20_src,/TopQuery/TopDB/sortA_sort/blockSort/pmu3,/TopQuery/TopDB/sortA_sort/blockSort/pmu3,2,100000,/TopQuery/TopDB/sortA_sort/blockSort/storeCtrl,/TopQuery/TopDB/sortA_sort/blockSort/storeData_20/storeData_20_dst0,,,,,,,,
/TopQuery/TopDB/sortB_sort/enableDone_39/enableDone_39_src,/TopQuery/TopDB/sortB_sort/blockSort/storeCtrl,/TopQuery/TopDB/sortB_sort/blockSort/storeCtrl,1,10,/TopQuery/TopDB/sortB_sort/mergeSort/loadCtrl0,/TopQuery/TopDB/sortB_sort/enableDone_39/enableDone_39_dst0,/TopQuery/TopDB/sortB_sort/mergeSort/loadCtrl1,/TopQuery/TopDB/sortB_sort/enableDone_39/enableDone_39_dst1,/TopQuery/TopDB/sortB_sort/mergeSort/loadCtrl2,/TopQuery/TopDB/sortB_sort/enableDone_39/enableDone_39_dst2,/TopQuery/TopDB/sortB_sort/mergeSort/loadCtrl3,/TopQuery/TopDB/sortB_sort/enableDone_39/enableDone_39_dst3,/TopQuery/TopDB/sortB_sort/mergeSort/storeCtrl,/TopQuery/TopDB/sortB_sort/enableDone_39/enableDone_39_dst4
/TopQuery/TopDB/joinDemux_out0_62/joinDemux_out0_62_src,/TopQuery/TopDB/joinDemux_demux,/TopQuery/TopDB/joinDemux_demux,2,100000,/TopQuery/TopDB/DBMLTokenConvert,/TopQuery/TopDB/joinDemux_out0_62/joinDemux_out0_62_dst0,,,,,,,,
/TopQuery/TopDB/sortA_sort/mergeSort/mergeTree/link_0_36/link_0_36_src,/TopQuery/TopDB/sortA_sort/mergeSort/mergeTree/pcu_1,/TopQuery/TopDB/sortA_sort/mergeSort/mergeTree/pcu_1,2,100000,/TopQuery/TopDB/sortA_sort/mergeSort/mergeTree/pcu_0,/TopQuery/TopDB/sortA_sort/mergeSort/mergeTree/link_0_36/link_0_36_dst0,,,,,,,,
/TopQuery/TopDB/loadB_tableLoad/link3_9/link3_9_src,/TopQuery/TopDB/loadB_tableLoad/load3,/TopQuery/TopDB/loadB_tableLoad/load3,2,100000,/TopQuery/TopDB/loadB_tableLoad/muxTree/mux0,/TopQuery/TopDB/loadB_tableLoad/link3_9/link3_9_dst0,,,,,,,,
/TopQuery/TopDB/sortA_sort/mergeSort/nextIterBroadcast_30/nextIterBroadcast_30_src,/TopQuery/TopDB/sortA_sort/mergeSort/storeCtrl,/TopQuery/TopDB/sortA_sort/mergeSort/storeCtrl,1,10,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl0,/TopQuery/TopDB/sortA_sort/mergeSort/nextIterBroadcast_30/nextIterBroadcast_30_dst0,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl1,/TopQuery/TopDB/sortA_sort/mergeSort/nextIterBroadcast_30/nextIterBroadcast_30_dst1,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl2,/TopQuery/TopDB/sortA_sort/mergeSort/nextIterBroadcast_30/nextIterBroadcast_30_dst2,/TopQuery/TopDB/sortA_sort/mergeSort/loadCtrl3,/TopQuery/TopDB/sortA_sort/mergeSort/nextIterBroadcast_30/nextIterBroadcast_30_dst3,,
