route_dor 	 18617670.00 	 131072 	 12 	 551035
route_bdor 	 18617750.00 	 131072 	 14 	 551041
route_min_local 	 18576790.00 	 131072 	 14 	 546945
route_directed_valiant 	 20092330.00 	 65536 	 14 	 1353859
route_valiant 	 28756150.00 	 67584 	 32 	 2199743
route_min_valiant 	 18597290.00 	 131072 	 13 	 548996
