route_dor              241140.00 320 14 20900
route_bdor             239980.00 256 14 21424
route_min_local        218350.00 257 15 19250
route_directed_valiant 263150.00 192 15 24380
route_valiant          715000.00 480 26 66674
route_min_valiant      236050.00 256 15 21030
