route_dor 	 11580.00 	 64 	 12 	 506
route_bdor 	 12910.00 	 64 	 13 	 638
route_min_local 	 11720.00 	 64 	 14 	 518
route_directed_valiant 	 17930.00 	 64 	 11 	 1142
route_valiant 	 23310.00 	 65 	 13 	 1668
route_min_valiant 	 11480.00 	 64 	 10 	 498
